VIN,timestamp,latitude,longitude,temperature,rain_intensity,solar_intensity
1277000002,2020-03-31T04:12:00Z,52.525945,13.416917,8.5,0.8,177
1277000002,2020-03-31T04:15:00Z,52.525946,13.416918,8.5,0.8,177
1277000002,2020-03-31T04:18:00Z,52.525947,13.416919,8.5,0.8,177
1277000002,2020-03-31T04:21:00Z,52.525948,13.41692,8.5,0.8,177
1277000002,2020-03-31T04:24:00Z,52.525949,13.416921,8.5,0.8,177
1277000002,2020-03-31T04:27:00Z,52.52595,13.416922,8.5,0.8,177
1277000002,2020-03-31T04:30:00Z,52.525951,13.416923,8.5,0.8,177
1277000002,2020-03-31T04:33:00Z,52.525952,13.416924,8.5,0.8,177
1277000002,2020-03-31T04:36:00Z,52.525953,13.416925,8.5,0.8,177
1277000002,2020-03-31T04:39:00Z,52.525954,13.416926,8.5,0.8,177
1277000002,2020-03-31T04:42:00Z,52.525955,13.416927,8.5,0.8,177
1277000002,2020-03-31T04:45:00Z,52.525956,13.416928,8.5,0.9,177
1277000002,2020-03-31T04:48:00Z,52.525957,13.416929,8.5,0.9,177
1277000002,2020-03-31T04:51:00Z,52.525958,13.41693,8.5,0.9,177
1277000002,2020-03-31T04:54:00Z,52.525959,13.416931,8.5,0.9,177
1277000002,2020-03-31T04:57:00Z,52.52596,13.416932,8.5,0.9,177
